,Unnamed: 0,Unnamed: 0.1,Creation date,Business Id,Location name,Group Id,Group name,Business Code,Address,City,Platform,Deleted,Timezone,Rating,Response date,template_used,Recommended,Response date.1,template_used.1,Number of comments,Rating.1,Response date.2,Langues,Content_clean,Response_clean,Response_1_clean,Response_2_clean,scores,compound,comp_score,Topic,topic_ntm,topic,topic label
26436,46056,46056,2021-06-15 11:50:09,565c8ee43440cd4d3f481a0f,Castorama,2216.0,OCCITANIE,1476,rue Gustave Flaubert,Blagnac,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-16 9:51:40,1-2-3 étoiles,,,,,,,FRENCH,commande passée internet confirmation commande enlèvement 12h15 arrivé lheure accueil deux hôtesses sympathique bout 30 minute toujours commande suite interrogation hôtesses relance préparateurs commandes réponse jai temp produit encore sou chapiteau cest dautant plus dommage collègues promène toujours chariot vide depuis 15 minute deux autres plaisance rien faire depuis 30 minute faisant semblant travailler suite mécontentement autre arrive va chercher commande déjà prête juste devant bureau quoi sert créneau horaires confirmation sm commande prête emballage défectueux état marchandise voir déballage,bonjour victor cardoso victor65cardoso semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe decastorama,,,"{'neg': 0.131, 'neu': 0.786, 'pos': 0.083, 'compound': -0.6426}",-0.6426,tres negatif,2,Vendeurs,2,livraison
26442,46065,46065,2021-06-15 10:33:01,565c8ee33440cd4d3f4819f9,Castorama,2218.0,SUD,1447,168 avenue Robert Brun,La Seyne Sur Mer,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2021-06-16 7:46:57,Améliorer,,,,,,,FRENCH,trouve magasin a moins choix certaines gammes produits ex électricité meubles rangement etc beaucoup produits fabriqués létranger cest dommage dautant plus prix baisse,bonjour remercions davoir posté retour afin daméliorer service bientôt merci visite mariechristine castorama,,,"{'neg': 0.213, 'neu': 0.686, 'pos': 0.101, 'compound': -0.6262}",-0.6262,tres negatif,1,Produits,0,Magasin
26482,46150,46150,2021-06-14 19:04:19,565c8ee63440cd4d3f481a83,Castorama,2215.0,NOUVELLE AQUITAINE,1430,avenue Des Portes De Feytiat,Feytiat,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-06-15 9:05:10,Avis remonté,,,,,,,FRENCH,cest troisième fois peut temp jai besoin service matériaux coupe si service nest rentable castorama quil ferme carrément cela évitera client poirauter pendant longs moment espérant lhypothétique arrivé dun employé lorsque après rappel caisse centrale fini arriver mauvaise humeur fait regretter suite davoir besoin service lattitude employés peut être manque personnel client ny rien,bonjour bosmie sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée julie castorama,,,"{'neg': 0.19, 'neu': 0.766, 'pos': 0.045, 'compound': -0.7964}",-0.7964,tres negatif,1,Vendeurs,2,livraison
26486,46156,46156,2021-06-14 18:51:17,565c8ee43440cd4d3f481a03,Castorama,2210.0,NORD,1410,422 avenue Du Général De Gaulle,Bondues,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-15 9:28:08,Amélioration,,,,,,,FRENCH,difficile faire pire après galère passer commande ligne commande passe double arrivé magasin rien nest prêt malgré 2h garanties final cest 2h suite commande 2h place commande incomplète faut nouveau attendre final article toujours manquant signalent quelques semaines après seconde facture commande sensée être invalidée bref double attente demi commande double prélèvement nai parlé léquipe pr contre navait lair très organisée dynamique,bonjour romain sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.194, 'neu': 0.747, 'pos': 0.059, 'compound': -0.8286}",-0.8286,tres negatif,2,Vendeurs,2,livraison
26488,46160,46160,2021-06-14 18:13:23,565c8ee53440cd4d3f481a3d,Castorama,2218.0,SUD,1474,avenue De Draguignan,La Garde,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-15 8:23:22,,,,,,,,FRENCH,jour 14 juin 2021 acheté armoire haute plastic marque link horreur scandale vendre qualité déplorable fond carton scandale passé aprèsmidi monter vrais gâchi ferai jamais plus confiance castorama,bonjour claudine désolés cette mauvaise expérience message communiqué service charge achats informer invite faire courrier magasin photocopie ticket caisse proposer solution souhaitons bonne journée thierry castorama,,,"{'neg': 0.328, 'neu': 0.628, 'pos': 0.044, 'compound': -0.8997}",-0.8997,tres negatif,2,Vendeurs,2,livraison
26529,46232,46232,2021-06-14 11:41:38,565c8ee33440cd4d3f4819e9,Castorama,2214.0,EST,1467,rue De L'If,Besancon,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 12:38:00,Remarque Stock (2),,,,,,,FRENCH,inadmissible 2 fois viens acheter matériaux 2 fois fait 60 km aller retour rien cause stock disponibles magasin valentin indiquer site mi jour inadmissible déplace croyant dispo fait non revoyer mi jours verrez plus car plus etre repartie sans rien faire queue quasi 20 min pouvoir sortir cours matériaux eh oui obliger attendre derrière ceux prennent paye marchandise,bonjour magalie nicol si stock magasin mi jour quotidiennement avant louverture hélas labri dun écart comptage malgré toute limplication rigueur équipes souhaite puissiez constater améliorations vousmême lors prochains achats prenez soin très bientôt valérie castorama besançon,,,"{'neg': 0.184, 'neu': 0.765, 'pos': 0.051, 'compound': -0.8571}",-0.8571,tres negatif,1,Vendeurs,0,Magasin
26542,46255,46255,2021-06-14 9:46:29,565c8ee63440cd4d3f481a59,Castorama,2215.0,NOUVELLE AQUITAINE,1464,1 rue André Bourvil,Villenave D'Ornon,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 11:53:41,1-2-3 étoiles,,,,,,,FRENCH,surtout fier a livraison 2h expérience a proprement scandaleuse effet jai passé commande web 4 dalles béton apparaissaient disponibles livraison paiement ligne puis confirmation commande reçue sm email 1400 ensuite sm email reçus 1520 demandant prise rdv ligne fait aussitôt 1er horaire proposé 1730 confirmation reçue sm email 1523 après plus 30 min bouchons parcourir 15 km douche froide nont aucun stock parcourons lensemble allées vérifier non rien 1756 nouveaux sm email commande nest disponible jai donc perdu 2 heures carburant rien fait dinformations mensongères cest inadmissible dautant tous castorama procèdent ainsi celui mérignac indiquait bien cet article indisponible finalement allé aussitôt chez concurrent lm stock bref définitivement perdu client,bonjour sylvain lebrun semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptéenous invitons contacter mail stephanievequeau1castoramafr chef secteur bâti 0556499654 a très bientôt léquipe decastorama,,,"{'neg': 0.108, 'neu': 0.8, 'pos': 0.092, 'compound': -0.661}",-0.661,tres negatif,2,Vendeurs,2,livraison
26547,46266,46266,2021-06-14 8:35:01,565c8ee43440cd4d3f481a27,Castorama,2212.0,PARIS SUD,1457,6-8 avenue De L'Océanie,Les Ulis,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 16:08:56,Avis remonté,,,,,,,FRENCH,tellement dommage davoir sav aussi incompétent cela fait 5 fois mari essaie joindre responsable sav 3 fois quil rends place toujours aucune réponse concrète apporter encore lattente réponse prises compte faut avoir soucis article achetés chez sinon lexpérience client totalement foutue,bonjour sophie sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés pouvez contacter ladresse suivante sebastienbaot1castoramafr bonne journée sébastien castorama,,,"{'neg': 0.262, 'neu': 0.632, 'pos': 0.106, 'compound': -0.8119}",-0.8119,tres negatif,2,Vendeurs,2,livraison
26580,46323,46323,2021-06-13 17:44:18,565c8ee63440cd4d3f481a57,Castorama,2215.0,NOUVELLE AQUITAINE,1513,route De Bordeaux,Angouleme,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-15 9:10:26,Mauvaise expérience ,,,,,,,FRENCH,jai fait grosse commande meubles cuisine téléphone jai commande 8 jour a près désastre colis éventré tous coin dessus jai temp contrôler vraiment dessus livraisons chez castorama,bonjour madame marcelin remercions davoir pris temp partager remarques sincèrement désolés lexpérience invite recontacter 0545233750 afin den discuter vive voix réitérant toutes excuse loetitia castorama,,,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.6249}",-0.6249,tres negatif,2,Vendeurs,2,livraison
26583,46327,46327,2021-06-13 17:31:13,565c8ee63440cd4d3f481a59,Castorama,2215.0,NOUVELLE AQUITAINE,1464,1 rue André Bourvil,Villenave D'Ornon,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 8:18:34,,,,,,,,FRENCH,très mécontent location véhicule dhier mexplique après avoir réservé véhicule semaine jarrive castorama villenave dornon hier récupérer véhicule afin transporter matériaux trouvant véhicule jappelle lassistance lassistance répond véhicule nest disponible quil réparation alors demandé quelle solution remplacement proposaient mont dit voir laccueil magasin quil normalement véhicule relais jai donc laccueil magasin navaient aucun véhicule disponible jai donc rappelé lassistance laquelle jai reexpliquer intégralement problème mont dit quils allaient appeler magasin puis rappeler aucun nappel narrivant jai rappeler troisième fois lassistance reexpliquer 3ème fois problème puis demandé parler responsable sest montré irrespectueux a refusé donner nom navait aucun solution proposer donc dis javais engagé frais ouvriers attendaient matériaux quen attendant payais rien demandé sil regardé autres castorama département sest engagé rappeler demiheure suivante biensûr na tenu engagement jai obligé rappeler bout dune heure reexpliquer répondu quon toujours solution seule possibilité actuellement véhicule mérignac cétait trop loin chez jai donc répondu pouvais déplacer mérignac lassistance na pu basculer réservation jai faire moimême bilan journée matinée perdu 5 appels passés lassistance na trouvé aucune solution frais engagé rienetc pourquoi mettre place réservation informatique si nest point permet louer véhicules nexistent plus pourquoi mettre place assistance propose aucune solution fait preuve daucune empathie montre irrespectueuse vi vi client lésé,bonjour mr azoulai prenons note réclamation souhaiterions pouvoir échanger merci bien vouloir laisser coordonnées mail stephanievequeau1castoramafr contacter chef secteur logistique 0556499665 allons prendre contact prestataire souhaitant agréable journée,,,"{'neg': 0.1, 'neu': 0.829, 'pos': 0.07, 'compound': -0.8278}",-0.8278,tres negatif,2,Vendeurs,2,livraison
26605,46376,46376,2021-06-13 11:53:30,565c8ee63440cd4d3f481a81,Castorama,2211.0,PARIS NORD,1506,11 boulevard De Grenelle,Paris 15,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 11:26:42,Pas reproduire,,,,,,,FRENCH,scandaleux honteux fouiller gen systématiquement a sortie comme criminels agent sécurité agressifs viens mettre argent chez retour prenez voleurs artisan viens 3 a 4 fois magasin aujoud hui dernière fois irais respecte traite comme client comme voleur,bonjour monsieur sincèrement désolés désagrément comprenons parfaitement mécontentement manquerons faire remonter remarque léquipe sécurité veiller cela reproduise espérant donnerez loccasion faire changer davis merci maintenir confiance cordialement frederic castorama,,,"{'neg': 0.347, 'neu': 0.561, 'pos': 0.092, 'compound': -0.8934}",-0.8934,tres negatif,1,Vendeurs,0,Magasin
26656,46466,46466,2021-06-12 21:15:59,565c8ee53440cd4d3f481a2b,Castorama,2217.0,AUVERGNE RHONE ALPES,1466,ZAC De Champ Roman,St Martin D'Heres,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 6:55:50,Amélioration,,,,,,,FRENCH,très mal organisé rayon mal indiqués côte matériaux cest pire,bonjour valérie sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.6997}",-0.6997,tres negatif,1,Produits,0,Magasin
26671,46494,46494,2021-06-12 18:30:36,565c8ee43440cd4d3f481a13,Castorama,2216.0,OCCITANIE,1419,Pae De Soriech,Lattes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 16:06:52,,,,,,,,FRENCH,très mauvaise expérience personnel disponible introuvable lorsque jen aperçoit disparaît rapidement autres trimballent téléphone loreille alors 4 regarder étagère pense plus remettre pieds chez dautres enseignes équivalentes beaucoup plus disposition client heureusement,bonjour jean michel vezy sincèrement navrée lexpérience décrivez avis correspond rien engagement nhésitez contacter heureuse déchanger améliorer satisfaction client a très vite sylvie castorama 04 67 99 82 41,,,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.7425}",-0.7425,tres negatif,1,Produits,1,personnel
26686,46525,46525,2021-06-12 16:10:23,565c8ee43440cd4d3f481a15,Castorama,2213.0,OUEST,1439,boulevard De La Beaujoire,Nantes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-17 5:26:30,Equipes informées,,,,,,,FRENCH,produits bricoleurs dimanche prix très élevés surtout 20 endroits différents magasin produit essayent perdre client faire acheter produits dont servira jamais pub insupportables passent boucle font énerver plain gen magasins sy perdent euxmêmes lamentable,cher client attachons beaucoup dimportance offrir service parfaitement adapté attentes sincèrement navrés désagrément équipes dores déjà informées afin trouver solution manière améliorer service bonne journée william castorama,,,"{'neg': 0.249, 'neu': 0.674, 'pos': 0.077, 'compound': -0.7712}",-0.7712,tres negatif,1,Vendeurs,0,Magasin
26687,46526,46526,2021-06-12 16:09:42,565c8ee43440cd4d3f481a03,Castorama,2210.0,NORD,1410,422 avenue Du Général De Gaulle,Bondues,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-15 9:31:05,Avis remonté,,,,,,,FRENCH,magasin vieillissant assortiment limité concept dépassé service client toujours inexistant dommage,bonjour luc sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés parallèle propose rencontrer lors dune prochaine visite magasin bonne journée laurent bernard,,,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.6249}",-0.6249,tres negatif,1,Vendeurs,0,Magasin
26705,46565,46565,2021-06-12 14:45:06,565c8ee33440cd4d3f4819e3,Castorama,2215.0,NOUVELLE AQUITAINE,1417,boulevard Du Bab,Anglet,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-13 14:14:02,,,,,,,,FRENCH,exécrable mauvaise humeur vendeurs incompétence bref ny a grand chose dire,bonjour madame juan merci avoir fait part ressenti désolés limpression laissée comme mettons beaucoup énergie qualité accueil aimerions savoir quil sest exactement passé car cela ressemble peut être sagitil dun malentendu donc disposition échanger ladresse suivante jeanjacquesvenutiercastoramafr lattente souhaite bonne journée jeanjacques venutier directeur castorama anglet,,,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.7845}",-0.7845,tres negatif,1,Produits,0,Magasin
26717,46588,46588,2021-06-12 13:01:17,565c8ee33440cd4d3f4819d1,Castorama,2212.0,PARIS SUD,1462,rue André Citroen,Vélizy Villacoublay,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-14 8:45:37,Excuses,,,,,,,ENGLISH,fastoche cest castoche pire france 4 zone distinctes petit magasin salle bain bricolage cour matériaux uniquement piéton retrait marchandises pourquoi faire simple partout vrai bazar rien nest rangé exposent moitié produit,bonjour merci avoir informé problème présentons toutes excuse gêne occasionnée cordialement david castorama,,,"{'neg': 0.154, 'neu': 0.814, 'pos': 0.032, 'compound': -0.6369}",-0.6369,tres negatif,1,Vendeurs,0,Magasin
26726,46601,46601,2021-06-12 12:01:15,565c8ee43440cd4d3f481a27,Castorama,2212.0,PARIS SUD,1457,6-8 avenue De L'Océanie,Les Ulis,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-12 12:16:16,Avis remonté,,,,,,,FRENCH,magasin très grand très bien organisé personnel très désagréable a mal reçu rendezvous tout conseillé contrairement attentes fallait insister avoir réponse cest vraiment dommage car a fait long trajet lintention dacheter mauvaise image pourbcastorama,bonjour amina sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés pouvez contacter ladresse suivante sebastienbaot1castoramafr bonne journée sébastien castorama,,,"{'neg': 0.293, 'neu': 0.666, 'pos': 0.04, 'compound': -0.9001}",-0.9001,tres negatif,0,Vendeurs,1,personnel
